TRI Facility Name,TRI Facility ID,Year,Census Tract,3-Mile Population,Under Age 5 Percentile,Over Age 64 Percentile,Unemployment Rate Percentile,Limited English Speaking Percentile,Less Than High School Education Percentile,ZIP Code,Street Address,City,County,Latitude,Longitude,Chemical,Industry Sector,NAICS Code,Parent Company,Releases (lb),Air Releases (lb),Water Releases (lb),Land Releases (lb),Off-Site Releases (lb),Waste Managed (lb),RSEI Hazard,Number of Source Reduction Activities
LG ENERGY SOLUTION MICHIGAN INC.,4942WLGCHM1LGWA,2024,26005032401,"25,102",81,35,51,73,72,49423,1 LG WAY,"HOLLAND, MI","ALLEGAN, MI",42.75548554,-86.06953225,Cobalt compounds (N096),335 Electrical Equipment,335910 Battery Manufacturing,LG ENERGY SOLUTION MICHIGAN INC,"133,554.42",0.02,0.00,0.00,"133,554.40","133,554.42","3,739,523,760,000",0
REPUBLIC INDUSTRIAL & ENERGY SOLUTIONS LLC,4817WRPBLC2847C,2024,26163585500,"54,199",57,20,64,0,51,48174,28470 CITRIN DR,"ROMULUS, MI","WAYNE, MI",42.24413692,-83.31844219,Nickel compounds (N495),562 Hazardous Waste,562211 Hazardous Waste Treatment and Disposal,REPUBLIC SERVICES INC,"133,248.00",0.00,0.00,"133,075.00",173.00,"133,248.00","172,999,825",0
FCA US STERLING HEIGHTS ASSEMBLY PLANT,48077STRLN38111,2024,26099231200,"94,944",17,19,0,82,54,48312,38111 VAN DYKE,"STERLING HEIGHTS, MI","MACOMB, MI",42.57039424,-83.03013673,Diisononyl Phthalates (DINP) (N125),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FCA US LLC,"128,770.45",0.00,0.00,0.00,"128,770.45","128,770.45",0,0
EAGLE MINE,4986WRTNTG651TR,2024,26103002902,1,21,94,27,0,14,49861,6510 TRIPLE A ROAD,"MICHIGAMME, MI","MARQUETTE, MI",46.75585598,-87.91306037,Nickel compounds (N495),2122 Metal Mining,"212230 Copper, Nickel, Lead, and Zinc Mining",EAGLE MINE LLC,"127,112.96",7.50,0.00,"126,000.46","1,105.00","127,112.96","1,046,091,042",0
PACKAGING CORP OF AMERICA,49634PCKGN2245U,2024,26101000700,"8,480",42,83,67,0,64,49634,2246 UDELL ST,"FILER CITY, MI","MANISTEE, MI",44.247547,-86.318539,Nitrate compounds (water dissociable) (N511),322 Paper,322120 Paper Mills,PACKAGING CORP OF AMERICA,"126,861.40",0.00,"126,861.40",0.00,0.00,"126,861.40","79,923",0
LG ENERGY SOLUTION MICHIGAN INC.,4942WLGCHM1LGWA,2024,26005032401,"25,102",81,35,51,73,72,49423,1 LG WAY,"HOLLAND, MI","ALLEGAN, MI",42.75548554,-86.06953225,Manganese compounds (N450),335 Electrical Equipment,335910 Battery Manufacturing,LG ENERGY SOLUTION MICHIGAN INC,"126,336.04",0.04,0.00,0.00,"126,336.00","126,336.04","1,516,032,480",0
KNAUF INSULATION INC.,49224GRDNF1000E,2024,26025003500,"9,883",52,20,90,0,13,49224,1000 E N ST,"ALBION, MI","CALHOUN, MI",42.28467722,-84.80037627,Ammonia (7664-41-7),327 Nonmetallic Mineral Product,327993 Mineral Wool Manufacturing,KNAUF INSULATION,"124,354.17","124,330.33",0.00,0.00,23.84,"124,354.17","870,479",0
THE HILLSHIRE BRANDS CO,49464BLMRF83009,2024,26139022001,"4,282",53,28,0,66,30,49464,8300 96TH AVE,"ZEELAND, MI","OTTAWA, MI",42.9197795,-86.02217819,Nitrate compounds (water dissociable) (N511),311 Food,311612 Meat Processed from Carcasses,TYSON FOODS INC,"122,170.00",0.00,"122,170.00",0.00,0.00,"634,177.60","76,967",0
FITZGERALD FINISHING LLC,48212FTZGR17450,2024,26163506300,"145,283",99,56,96,0,84,48212,17450 FILER AVE,"DETROIT, MI","WAYNE, MI",42.42260368,-83.03701756,Zinc compounds (N982),332 Fabricated Metals,"332812 Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufactur..",NA,"121,950.00",0.00,0.00,0.00,"121,950.00","133,391.00","12,186,974",0
EES COKE BATTERY LLC,48218SCKBT14ZUG,2024,26163985600,"69,556",0,0,0,0,0,48218,1400 ZUG ISLAND,"RIVER ROUGE, MI","WAYNE, MI",42.28876642,-83.11282517,Hydrochloric acid (acid aerosols) (7647-01-0),324 Petroleum Products,324199 All Other Petroleum and Coal Products Manufacturing,DTE ENERGY CO,"120,000.00","120,000.00",0.00,0.00,0.00,"120,000.00","21,600,000",0
EAGLE MINE,4986WRTNTG651TR,2024,26103002902,1,21,94,27,0,14,49861,6510 TRIPLE A ROAD,"MICHIGAMME, MI","MARQUETTE, MI",46.75585598,-87.91306037,Copper compounds (N100),2122 Metal Mining,"212230 Copper, Nickel, Lead, and Zinc Mining",EAGLE MINE LLC,"117,066.03",5.80,0.00,"117,000.23",60.00,"117,066.03","175,599,045",0
REPUBLIC INDUSTRIAL & ENERGY SOLUTIONS LLC,4817WRPBLC2847C,2024,26163585500,"54,199",57,20,64,0,51,48174,28470 CITRIN DR,"ROMULUS, MI","WAYNE, MI",42.24413692,-83.31844219,Nitric acid (7697-37-2),562 Hazardous Waste,562211 Hazardous Waste Treatment and Disposal,REPUBLIC SERVICES INC,"116,024.00",2.00,0.00,"116,022.00",0.00,"116,024.00","31,326,480",0
GREDE LLC - IRON MOUNTAIN,49801GRDFN801SC,2024,26043950500,"15,138",71,84,32,0,34,49802,801 S CARPENTER AVE,"KINGSFORD, MI","DICKINSON, MI",45.79736011,-88.07155193,Zinc compounds (N982),331 Primary Metals,331511 Iron Foundries,GREDE HOLDINGS LLC,"111,684.00",84.00,0.00,0.00,"111,600.00","111,684.00","11,168,400",0
ARAUCO NA GRAYLING PARTICLEBOARD,4973WRCNGR5851A,2024,26039960300,"1,923",0,57,32,0,0,49738,5851 ARAUCO RD.,"GRAYLING, MI","CRAWFORD, MI",44.60422283,-84.68076456,Methanol (67-56-1),321 Wood Products,321219 Reconstituted Wood Product Manufacturing,ARAUCO NORTH AMERICA INC,"109,345.00","109,345.00",0.00,0.00,0.00,"139,040.00","19,682",0
SAFETY-KLEEN SYSTEMS ROMULUS (ROM),48174SFTYK148HA,2024,26163586201,"38,296",15,12,44,0,47,48174,10480 HARRISON RD,"ROMULUS, MI","WAYNE, MI",42.22788867,-83.31780993,Ethylene glycol (107-21-1),562 Hazardous Waste,562112 Hazardous Waste Collection,CLEAN HARBORS INC,"106,016.50",3.00,0.00,0.00,"106,013.50","149,671.20","932,945",0
ST MARYS CEMENT U.S. LLC,49720MDSCMBELLS,2024,26029000400,"3,587",37,95,51,57,37,49720,16000 BELLS BAY RD,"CHARLEVOIX, MI","CHARLEVOIX, MI",45.30794109,-85.30779401,Benzene (71-43-2),327 Nonmetallic Mineral Product,327310 Cement Manufacturing,VCNA PRAIRIE LLC,"104,124.00","104,124.00",0.00,0.00,0.00,"104,124.00","2,915,472,000",0
CLEVELAND-CLIFFS STEEL CORP DEARBORN WORKS,48121RGSTL3001M,2024,26163985700,"119,381",0,0,0,0,0,48120,4001 MILLER RD,"DEARBORN, MI","WAYNE, MI",42.31635335,-83.1621121,Lead compounds (N420),331 Primary Metals,331110 Iron and Steel Mills and Ferroalloy Manufacturing,CLEVELAND-CLIFFS INC,"104,090.29",247.80,9.60,0.00,"103,832.89","116,723.77","2,394,028,670",0
DARLING INGREDIENTS INC.,4941WDRLNG59LDA,2024,26005030704,"2,596",34,41,28,63,30,49419,5900 OLD ALLEGAN RD,"HAMILTON, MI","ALLEGAN, MI",42.65206072,-86.12468373,Nitrate compounds (water dissociable) (N511),311 Food,311613 Rendering and Meat Byproduct Processing,DARLING INGREDIENTS INC,"103,850.00",0.00,"103,850.00",0.00,0.00,"103,850.00","65,426",0
ALLIED FINISHING INC,49508LLDFN4100B,2024,26081012608,"41,254",76,63,33,57,68,49512,4100 BROADMOOR SE,"KENTWOOD, MI","KENT, MI",42.88901815,-85.56932812,Nitrate compounds (water dissociable) (N511),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",ALLIED FINISHING INC,"102,610.80",0.00,0.00,0.00,"102,610.80","144,216.00","64,645",0
FORD MOTOR CO DEARBORN TRUCK PLANT,48121FRDM23001M,2024,26163985700,"123,088",0,0,0,0,0,48120,3001 MILLER RD,"DEARBORN, MI","WAYNE, MI",42.30886967,-83.15678743,n-Butyl alcohol (71-36-3),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FORD MOTOR CO,"100,810.00","100,810.00",0.00,0.00,0.00,"389,200.00","1,008,100",0
NEENAH PAPER MICHIGAN INC.,49862KMBRL601EM,2024,26003000100,"3,621",48,75,31,0,42,49862,501 E MUNISING AVE,"MUNISING, MI","ALGER, MI",46.40844117,-86.64733853,Ammonia (7664-41-7),322 Paper,322120 Paper Mills,MATIV HOLDINGS INC,"100,388.00","100,388.00",0.00,0.00,0.00,"102,088.00","702,716",0
ST MARYS CEMENT U.S. LLC,49720MDSCMBELLS,2024,26029000400,"3,587",37,95,51,57,37,49720,16000 BELLS BAY RD,"CHARLEVOIX, MI","CHARLEVOIX, MI",45.30794109,-85.30779401,Ammonia (7664-41-7),327 Nonmetallic Mineral Product,327310 Cement Manufacturing,VCNA PRAIRIE LLC,"98,905.00","98,905.00",0.00,0.00,0.00,"98,905.00","692,335",0
EFTEC N.A. LLC,48180MSTGC20219,2024,26163584501,"100,444",13,93,55,0,70,48180,20219 NORTHLINE RD,"TAYLOR, MI","WAYNE, MI",42.2129426,-83.23203724,Diisononyl Phthalates (DINP) (N125),325 Chemicals,325520 Adhesive Manufacturing,NA,"97,696.74",0.00,0.00,0.00,"97,696.74","97,696.74",0,1
BILLERUD ESCANABA LLC,49829MDPBLCOUNT,2024,26041970400,"5,730",46,91,58,0,34,49829,7100 COUNTY RD 426,"ESCANABA, MI","DELTA, MI",45.8032763,-87.09536725,Manganese compounds (N450),322 Paper,322120 Paper Mills,BILLERUD AMERICAS CORP,"94,340.00",684.00,"24,456.00","69,200.00",0.00,"94,340.00","8,872,958",0
PACKAGING CORP OF AMERICA,49634PCKGN2245U,2024,26101000700,"8,480",42,83,67,0,64,49634,2246 UDELL ST,"FILER CITY, MI","MANISTEE, MI",44.247547,-86.318539,Manganese (7439-96-5),322 Paper,322120 Paper Mills,PACKAGING CORP OF AMERICA,"92,598.00","1,890.30",673.70,0.00,"90,034.00","92,598.00","1,103,096,383",0
MEAD JOHNSON & CO LLC,49464BRSTL725EM,2024,26139022900,"21,120",97,10,0,0,63,49464,725 E MAIN ST,"ZEELAND, MI","OTTAWA, MI",42.81244023,-86.00142593,Nitrate compounds (water dissociable) (N511),311 Food,"311514 Dry, Condensed, and Evaporated Dairy Product Manufacturing",MEAD JOHNSON & CO LLC,"92,194.70",0.00,"92,043.00",0.00,151.70,"233,740.00","58,083",0
HUTCHINSON ANTIVIBRATION SYSTEMS INC,49601PLSTR6007T,2024,26165380700,"12,868",76,20,69,0,73,49601,600 7TH ST,"CADILLAC, MI","WEXFORD, MI",44.26074658,-85.41339726,Zinc compounds (N982),326 Plastics and Rubber,326291 Rubber Product Manufacturing for Mechanical Use,HUTCHINSON NORTH AMERICA,"91,787.00",48.00,0.00,0.00,"91,739.00","144,711.00","9,178,603",0
BILLERUD QUINNESEC,49876CHMPNUSHIG,2024,26043950300,"5,480",46,23,42,0,18,49876,W 6791 US HWY 2,"QUINNESEC, MI","DICKINSON, MI",45.80204895,-87.95895733,Ammonia (7664-41-7),322 Paper,322110 Pulp Mills,BILLERUD AMERICAS CORP,"90,086.00","89,151.00",646.00,289.00,0.00,"315,564.00","624,057",0
CHEMETALL US INC,4920WCHMTL11TEC,2024,26075005501,"24,746",0,14,40,58,13,49201,1100 TECHNOLOGY DR,"JACKSON, MI","JACKSON, MI",42.27282025,-84.47039049,Zinc compounds (N982),325 Chemicals,325611 Soap and Other Detergent Manufacturing,BASF CORP,"89,944.15",91.00,0.00,0.00,"89,853.15","89,944.15","8,994,415",0
HOLCIM (US) INC,49707LFRGCFORDA,2024,26007000400,"9,674",21,43,61,75,47,49707,1435 FORD AVE,"ALPENA, MI","ALPENA, MI",45.06479492,-83.4264411,Manganese compounds (N450),327 Nonmetallic Mineral Product,327310 Cement Manufacturing,HOLCIM PARTICIPATIONS (US) INC,"88,725.76","1,746.76",0.00,"86,979.00",0.00,"88,725.76","21,578,671",0
FCA US JEFFERSON NORTH ASSEMBLY PLANT,48215CHRYL2101C,2024,26163985200,"102,064",0,0,0,0,0,48215,2101 CONNOR AVE,"DETROIT, MI","WAYNE, MI",42.37535016,-82.96247701,Zinc compounds (N982),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FCA US LLC,"87,787.00",36.00,0.00,0.00,"87,751.00","87,676.00","8,600,772",0
EQ DETROIT INC,48211SLCTY1923F,2024,26163519100,"124,295",0,83,90,0,83,48211,1923 FREDERICK ST,"DETROIT, MI","WAYNE, MI",42.36602042,-83.04737998,Zinc compounds (N982),999 Other,562998 All Other Miscellaneous Waste Management Services,REPUBLIC SERVICES INC,"86,266.45",5.00,0.00,0.00,"86,261.45","86,266.45","8,626,254",0
FORD MOTOR CO DEARBORN TRUCK PLANT,48121FRDM23001M,2024,26163985700,"123,088",0,0,0,0,0,48120,3001 MILLER RD,"DEARBORN, MI","WAYNE, MI",42.30886967,-83.15678743,Xylene (mixed isomers) (1330-20-7),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FORD MOTOR CO,"85,440.00","85,440.00",0.00,0.00,0.00,"465,100.00","2,990,400",0
BILLERUD ESCANABA LLC,49829MDPBLCOUNT,2024,26041970400,"5,730",46,91,58,0,34,49829,7100 COUNTY RD 426,"ESCANABA, MI","DELTA, MI",45.8032763,-87.09536725,Ammonia (7664-41-7),322 Paper,322120 Paper Mills,BILLERUD AMERICAS CORP,"84,560.00","81,298.00","3,262.00",0.00,0.00,"302,217.00","569,086",0
BREMBO HOMER FOUNDRY,4924WBRMBH62593,2024,26075006403,"1,014",62,76,71,0,70,49245,6259 30 MILE ROAD,"HOMER, MI","CALHOUN, MI",42.10786532,-84.71024022,Copper (7440-50-8),331 Primary Metals,331511 Iron Foundries,BREMBO NORTH AMERICA INC,"84,396.00",73.00,0.00,0.00,"84,323.00","85,347.00","126,594,000",0
AURORIUM ZEELAND LLC,49464HXCLC215CE,2024,26139022900,"23,379",97,10,0,0,63,49464,215 N CENTENNIAL ST,"ZEELAND, MI","OTTAWA, MI",42.81603499,-86.01197179,Ethylene (74-85-1),325 Chemicals,325199 All Other Basic Organic Chemical Manufacturing,AURORIUM PPC HOLDINGS LLC,"82,130.00","82,130.00",0.00,0.00,0.00,"82,130.00","45,993",0
REC BOAT HOLDINGS-CRUISER PLANT,49601FRWNN609W1,2024,26165380700,"12,965",76,20,69,0,73,49601,609 13TH ST,"CADILLAC, MI","WEXFORD, MI",44.26685754,-85.41677377,Styrene (100-42-5),336 Transportation Equipment,336612 Boat Building,REC BOAT HOLDINGS LLC,"80,340.92","80,340.92",0.00,0.00,0.00,"85,841.80","281,193",0
REAL ALLOY SPECIFICATION LLC,49036LCHML368WG,2024,26023951600,"13,219",57,63,22,90,50,49036,368 W GARFIELD AVE,"COLDWATER, MI","BRANCH, MI",41.92728472,-85.02110789,Aluminum (fume or dust) (7429-90-5),331 Primary Metals,331314 Secondary Smelting and Alloying of Aluminum,REAL ALLOY HOLDING LLC,"79,117.00","13,794.00",0.00,0.00,"65,323.00","79,117.00","55,381,900",0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,N-Methyl-2-pyrrolidone (872-50-4),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,"79,000.00","79,000.00",0.00,0.00,0.00,"100,481.00",0,0
J H CAMPBELL GENERATING PLANT,49460JHCMP17000,2024,26139022002,"2,772",34,62,82,0,47,49460,17000 CROSWELL ST,"WEST OLIVE, MI","OTTAWA, MI",42.92085153,-86.20634501,Vanadium compounds (N770),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,CMS ENERGY,"76,745.00",62.00,53.00,"76,630.00",0.00,"76,745.00","2,686,075,000",0
J H CAMPBELL GENERATING PLANT,49460JHCMP17000,2024,26139022002,"2,772",34,62,82,0,47,49460,17000 CROSWELL ST,"WEST OLIVE, MI","OTTAWA, MI",42.92085153,-86.20634501,Ammonia (7664-41-7),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,CMS ENERGY,"75,924.00","75,663.00",0.00,261.00,0.00,"87,930.00","529,641",0
CONTINENTAL DAIRY FACILITIES LLC,49404RCHST999RA,2024,26139020200,"5,435",90,20,83,0,73,49404,999 W RANDALL ST,"COOPERSVILLE, MI","OTTAWA, MI",43.05992794,-85.95198714,Nitrate compounds (water dissociable) (N511),311 Food,"311514 Dry, Condensed, and Evaporated Dairy Product Manufacturing",SELECT MILK PRODUCERS INC,"75,723.90",0.00,0.00,0.00,"75,723.90","757,239.00","47,706",0
ALLNEX USA INC,49003MRCNC2715M,2024,26077001801,"50,356",79,14,29,0,50,49001,2715 MILLER RD,"KALAMAZOO, MI","KALAMAZOO, MI",42.26691458,-85.54570614,Nitrate compounds (water dissociable) (N511),325 Chemicals,325211 Plastics Material and Resin Manufacturing,ALLNEX USA INC,"75,037.00",0.00,0.00,0.00,"75,037.00","750,367.00","47,273",0
FCA US WARREN TRUCK ASSEMBLY PLANT,48091WRRNT21500,2024,26099982200,"130,932",0,0,0,0,93,48091,21500 MOUND RD,"WARREN, MI","MACOMB, MI",42.45531342,-83.04419136,"1,2,4-Trimethylbenzene (95-63-6)",336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FCA US LLC,"73,909.99","73,909.99",0.00,0.00,0.00,"123,538.06","4,286,779",0
HOLCIM (US) INC,49707LFRGCFORDA,2024,26007000400,"9,674",21,43,61,75,47,49707,1435 FORD AVE,"ALPENA, MI","ALPENA, MI",45.06479492,-83.4264411,Vanadium compounds (N770),327 Nonmetallic Mineral Product,327310 Cement Manufacturing,HOLCIM PARTICIPATIONS (US) INC,"73,185.63",360.63,0.00,"72,825.00",0.00,"73,185.63","2,561,497,050",0
J H CAMPBELL GENERATING PLANT,49460JHCMP17000,2024,26139022002,"2,772",34,62,82,0,47,49460,17000 CROSWELL ST,"WEST OLIVE, MI","OTTAWA, MI",42.92085153,-86.20634501,Manganese compounds (N450),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,CMS ENERGY,"70,865.00",64.00,"2,258.00","68,543.00",0.00,"70,865.00","1,270,687",0
BREMBO HOMER FOUNDRY,4924WBRMBH62593,2024,26075006403,"1,014",62,76,71,0,70,49245,6259 30 MILE ROAD,"HOMER, MI","CALHOUN, MI",42.10786532,-84.71024022,Chromium compounds (N090),331 Primary Metals,331511 Iron Foundries,BREMBO NORTH AMERICA INC,"70,492.00",83.00,0.00,0.00,"70,409.00","71,583.00","135,344,640,000",0
CORTEVA AGRISCIENCE LLC - HARBOR BEACH OPERATIONS,48441THNTR30BUE,2024,26063951200,"2,619",27,90,43,0,80,48441,305 N HURON AVE,"HARBOR BEACH, MI","HURON, MI",43.84729735,-82.65196338,Ammonia (7664-41-7),325 Chemicals,325320 Pesticide and Other Agricultural Chemical Manufacturing,CORTEVA INC,"68,513.60","2,635.00",0.00,0.00,"65,878.60","105,671.00","479,542",0
EQ DETROIT INC,48211SLCTY1923F,2024,26163519100,"124,295",0,83,90,0,83,48211,1923 FREDERICK ST,"DETROIT, MI","WAYNE, MI",42.36602042,-83.04737998,Aluminum oxide (fibrous forms) (1344-28-1),999 Other,562998 All Other Miscellaneous Waste Management Services,REPUBLIC SERVICES INC,"68,217.66",7.66,0.00,0.00,"68,210.00","68,217.66",0,0
DTE ELECTRIC CO - MONROE POWER PLANT,48161DTRTD3500E,2024,26115831800,"5,963",0,0,0,0,0,48161,3500 E FRONT ST,"MONROE, MI","MONROE, MI",41.89241917,-83.35195721,Manganese compounds (N450),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,DTE ENERGY CO,"66,352.00",252.00,"2,100.00",0.00,"64,000.00","66,400.00","771,038,910",0
AQUATIC CO,49093PHLPS15935,2024,26149040300,"10,732",72,34,68,0,34,49093,888 W BROADWAY ST,"THREE RIVERS, MI","ST JOSEPH, MI",41.93258851,-85.64445031,Styrene (100-42-5),326 Plastics and Rubber,326191 Plastics Plumbing Fixture Manufacturing,AMERICAN BATH GROUP LLC,"65,114.00","65,114.00",0.00,0.00,0.00,"94,695.00","227,899",0
DTE ELECTRIC CO - MONROE POWER PLANT,48161DTRTD3500E,2024,26115831800,"5,963",0,0,0,0,0,48161,3500 E FRONT ST,"MONROE, MI","MONROE, MI",41.89241917,-83.35195721,Hydrochloric acid (acid aerosols) (7647-01-0),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,DTE ENERGY CO,"65,000.00","65,000.00",0.00,0.00,0.00,"2,465,000.00","11,700,000",0
MIDLAND COGENERATION VENTURE,4864WMDLND1PRGR,2024,26111290500,"11,958",21,56,0,0,0,48640,100 PROGRESS PLACE,"MIDLAND, MI","MIDLAND, MI",43.58704611,-84.24532352,Formaldehyde (50-00-0),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,CAPITAL POWER (US HOLDINGS) INC,"65,000.00","65,000.00",0.00,0.00,0.00,"65,000.00","2,535,000,000",0
ZEELAND FARM SOYA,49464ZLNDF24688,2024,26139021903,"17,932",0,24,25,0,14,49464,2468 84TH AVE,"ZEELAND, MI","OTTAWA, MI",42.81361458,-85.98968593,n-Hexane (110-54-3),311 Food,311224 Soybean and Other Oilseed Processing,ZEELAND FARM SERVICES INC,"63,735.17","63,729.00",0.00,0.00,6.17,"343,542,019.95","318,750",0
J H CAMPBELL GENERATING PLANT,49460JHCMP17000,2024,26139022002,"2,772",34,62,82,0,47,49460,17000 CROSWELL ST,"WEST OLIVE, MI","OTTAWA, MI",42.92085153,-86.20634501,Copper compounds (N100),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,CMS ENERGY,"63,690.00",92.00,"5,346.00","58,252.00",0.00,"63,690.00","95,535,000",0
TRIBAR MANUFACTURING LLC PLANT #5,4839WDPTPL48668,2024,26125133102,"32,031",76,23,0,0,0,48393,48668 ALPHA DR,"WIXOM, MI","OAKLAND, MI",42.49931912,-83.53043372,Nitrate compounds (water dissociable) (N511),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",TRIBAR TECHNOLOGIES INC,"63,590.00",0.00,0.00,0.00,"63,590.00","127,180.00","40,062",0
REPUBLIC INDUSTRIAL & ENERGY SOLUTIONS LLC,4817WRPBLC2847C,2024,26163585500,"54,199",57,20,64,0,51,48174,28470 CITRIN DR,"ROMULUS, MI","WAYNE, MI",42.24413692,-83.31844219,Chromium compounds (N090),562 Hazardous Waste,562211 Hazardous Waste Treatment and Disposal,REPUBLIC SERVICES INC,"63,158.00",0.00,0.00,"62,894.00",264.00,"63,158.00","6,436,702,200",0
FCA US WARREN TRUCK ASSEMBLY PLANT,48091WRRNT21500,2024,26099982200,"130,932",0,0,0,0,93,48091,21500 MOUND RD,"WARREN, MI","MACOMB, MI",42.45531342,-83.04419136,Methyl isobutyl ketone (108-10-1),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FCA US LLC,"61,966.60","61,966.60",0.00,0.00,0.00,"88,846.13","74,360",0
ROYAL ADHESIVES & SEALANTS,49254DCPRD4401P,2024,26075006101,"17,114",48,31,93,0,16,49254,4401 PAGE AVE,"MICHIGAN CENTER, MI","JACKSON, MI",42.23436429,-84.33316071,Toluene (108-88-3),325 Chemicals,325520 Adhesive Manufacturing,HB FULLER CO,"61,014.00","7,998.00",0.00,0.00,"53,016.00","61,014.00","694,807",0
DTE ELECTRIC CO - MONROE POWER PLANT,48161DTRTD3500E,2024,26115831800,"5,963",0,0,0,0,0,48161,3500 E FRONT ST,"MONROE, MI","MONROE, MI",41.89241917,-83.35195721,Zinc compounds (N982),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,DTE ENERGY CO,"60,099.00","2,000.00",85.00,0.00,"58,014.00","60,114.00","6,001,681",0
GENERAL MOTORS GM VA FACTORY ZERO ASSEMBLY PLANT,48211CDLLC2500E,2024,26163985100,"126,564",0,5,96,0,80,48211,2500 E GENERAL MOTORS BLVD,"DETROIT, MI","WAYNE, MI",42.37659651,-83.05238398,Certain glycol ethers (N230),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,"58,660.00","57,480.00",0.00,0.00,"1,180.00","70,601.00","10,582,400",0
FORD MOTOR CO MICHIGAN ASSEMBLY PLANT,48184FRDMT38303,2024,26163566700,"67,978",14,15,80,62,67,48184,38303 MICHIGAN AVE,"WAYNE, MI","WAYNE, MI",42.27796988,-83.41395208,Xylene (mixed isomers) (1330-20-7),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FORD MOTOR CO,"57,600.00","57,600.00",0.00,0.00,0.00,"489,857.00","2,016,000",0
ALLNEX USA INC,49003MRCNC2715M,2024,26077001801,"50,356",79,14,29,0,50,49001,2715 MILLER RD,"KALAMAZOO, MI","KALAMAZOO, MI",42.26691458,-85.54570614,Methanol (67-56-1),325 Chemicals,325211 Plastics Material and Resin Manufacturing,ALLNEX USA INC,"56,041.00","5,642.00",0.00,0.00,"50,399.00","621,310.00","51,415",0
FLAT ROCK METAL INC.,48134FLTRC26601,2024,26163599001,"28,902",0,77,72,0,56,48134,26601 W HURON RIVER DR,"FLAT ROCK, MI","WAYNE, MI",42.10026678,-83.29479309,Zinc compounds (N982),331 Primary Metals,331221 Rolled Steel Shape Manufacturing,NA,"55,425.00",0.00,0.00,0.00,"55,425.00","55,425.00","5,540,469",0
ALLOY RESOURCE CORP,4944WLLYRS2281P,2024,26121000402,-,32,25,94,0,82,49442,2281 PORT CITY BLVD,"MUSKEGON, MI","MUSKEGON, MI",43.21468341,-86.19592015,Copper (7440-50-8),331 Primary Metals,331314 Secondary Smelting and Alloying of Aluminum,PACE INDUSTRIES LLC,"54,901.54",62.12,0.00,0.00,"54,839.42","54,901.54","82,352,310",0
DDP SPECIALTY ELECTRONIC MATERIALS US LLC,4864WDDPSP34SSA,2024,26111290600,"29,731",74,14,85,0,68,48640,3400 S SAGINAW RD - UNIT 96,"MIDLAND, MI","MIDLAND, MI",43.60102204,-84.20774568,Chromium compounds (N090),325 Chemicals,325199 All Other Basic Organic Chemical Manufacturing,DUPONT DE NEMOURS INC,"54,244.00",0.00,0.00,0.00,"54,244.00","54,246.00","867,904,000,000",0
ARAUCO NA GRAYLING PARTICLEBOARD,4973WRCNGR5851A,2024,26039960300,"1,923",0,57,32,0,0,49738,5851 ARAUCO RD.,"GRAYLING, MI","CRAWFORD, MI",44.60422283,-84.68076456,Formaldehyde (50-00-0),321 Wood Products,321219 Reconstituted Wood Product Manufacturing,ARAUCO NORTH AMERICA INC,"53,658.00","53,658.00",0.00,0.00,0.00,"86,322.00","2,092,662,000",0
WEBASTO ROOF SYSTEMS INC.,4817WWBSTR142NB,2024,26163561600,"69,941",23,77,67,0,30,48170,14200 N HAGGERTY RD,"PLYMOUTH, MI","WAYNE, MI",42.38397353,-83.44543024,Diisocyanates (N120),336 Transportation Equipment,336390 Other Motor Vehicle Parts Manufacturing,NA,"53,110.00",0.00,0.00,0.00,"53,110.00","53,110.00","18,588,500,000",1
